Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
PP9513,Sunday,2015-02-15,12:45:00,14:00:00,North Shore Female Peewee C2,Langley Girls Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,Playoffs C Leagues,North Shore Female
PP9017,Sunday,2015-02-15,13:30:00,15:00:00,Richmond Girls Peewee A1,Richmond Girls Peewee A2,Richmond Ice Centre Coliseum,Peewee,Flight 1,Playoffs Rep,Richmond Girls
MP9519,Sunday,2015-02-15,14:30:00,16:00:00,Langley Girls Midget C2,Tri Cities Female Midget C2,Langley Twin Rinks 1,Midget,Red Group,Playoffs C Leagues,Langley Girls
BP9014,Sunday,2015-02-15,15:15:00,16:45:00,Richmond Girls Bantam A1,North Shore Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Flight 1,Playoffs Rep,Richmond Girls
PP9709,Sunday,2015-02-15,15:45:00,17:00:00,Tri Cities Female Peewee C2,Vancouver Girls Peewee C2,Planet Ice Coquitlam 1 Mars,Peewee,Blue Group,Playoffs C Leagues,Tri Cities Female
MP9314,Sunday,2015-02-15,16:15:00,17:45:00,Langley Girls Midget C1,North Shore Winter Club Female Midget C1,Langley Twin Rinks 1,Midget,Black Group,Playoffs C Leagues,Langley Girls
PP9019,Sunday,2015-02-15,16:45:00,18:00:00,Abbotsford Female Peewee A1,Vancouver Girls Peewee A1,Abbotsford Centre Ice 1 Blue,Peewee,Flight 1,Playoffs Rep,Abbotsford Female
MP9702,Sunday,2015-02-15,17:30:00,18:45:00,Vancouver Girls Midget C1,Abbotsford Female Midget C1,Hillcrest Centre Arena,Midget,Blue Group,Playoffs C Leagues,Vancouver Girls
PP9514,Sunday,2015-02-15,17:45:00,19:00:00,Richmond Girls Peewee C1,Vancouver Girls Peewee C1,Richmond Ice Centre Igloo,Peewee,Red Group,Playoffs C Leagues,Richmond Girls
PP9314,Sunday,2015-02-15,18:45:00,20:00:00,South Delta Female Peewee C1,North Shore Female Peewee C1,Tilbury Ice,Peewee,Black Group,Playoffs C Leagues,South Delta
JP9005,Sunday,2015-02-15,19:45:00,21:15:00,Surrey Female Juvenile C1,Richmond Girls Juvenile C1,Surrey Sport & Leisure Centre Arena 3 Green,Juvenile,Black Group,Playoffs C Leagues,Surrey Female
BP9715,Monday,2015-02-16,18:45:00,20:15:00,Meadow Ridge Female Bantam C1,Vancouver Girls Bantam C1,Planet Ice Maple Ridge 1 Cam Neely,Bantam,Blue Group,Playoffs C Leagues,Meadow Ridge Female
JP9006,Monday,2015-02-16,19:45:00,21:00:00,Richmond Girls Juvenile C1,Chilliwack Female Juvenile C1,Richmond Olympic Oval South,Juvenile,Black Group,Playoffs C Leagues,Richmond Girls
BP9510,Tuesday,2015-02-17,18:45:00,20:00:00,Tri Cities Female Bantam C2,Surrey Female Bantam C2,Planet Ice Coquitlam 3 Venus,Bantam,Red Group,Playoffs C Leagues,Tri Cities Female
PP9316,Tuesday,2015-02-17,19:15:00,20:30:00,Langley Girls Peewee C1,Tri Cities Female Peewee C1,Langley Sportsplex 1,Peewee,Black Group,Playoffs C Leagues,Langley Girls
PP9710,Tuesday,2015-02-17,19:15:00,20:30:00,Meadow Ridge Female Peewee C1,Vancouver Girls Peewee C2,Planet Ice Maple Ridge 2,Peewee,Blue Group,Playoffs C Leagues,Meadow Ridge Female
PP9711,Tuesday,2015-02-17,19:30:00,20:45:00,Burnaby Female Peewee C1,Tri Cities Female Peewee C2,Kensington Arena,Peewee,Blue Group,Playoffs C Leagues,Burnaby
MP9315,Tuesday,2015-02-17,20:15:00,21:30:00,North Shore Female Midget C1,Langley Girls Midget C1,Harry Jerome Rec Centre,Midget,Black Group,Playoffs C Leagues,North Shore Female
JP9007,Tuesday,2015-02-17,22:00:00,23:30:00,North Shore Winter Club Female Juvenile C1,Surrey Female Juvenile C1,North Shore Winter Club,Juvenile,Black Group,Playoffs C Leagues,North Shore Winter Club
BP9015,Wednesday,2015-02-18,18:00:00,19:15:00,Surrey Female Bantam A1,Richmond Girls Bantam A1,Cloverdale Arena,Bantam,Flight 1,Playoffs Rep,Surrey Female
MP9316,Thursday,2015-02-19,18:30:00,20:00:00,Richmond Girls Midget C1,North Shore Female Midget C1,Richmond Ice Centre Garage,Midget,Black Group,Playoffs C Leagues,Richmond Girls
PP9005,Thursday,2015-02-19,18:30:00,19:45:00,Abbotsford Female Peewee A1,North Shore Female Peewee A1,MSA Arena - Abbotsford,Peewee,Flight 1,Playoffs Rep,Abbotsford Female
BP9305,Thursday,2015-02-19,19:30:00,20:45:00,Surrey Female Bantam C1,Richmond Girls Bantam C1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Black Group,Playoffs C Leagues,Surrey Female
MP9512,Thursday,2015-02-19,19:30:00,21:00:00,Langley Girls Midget C2,Richmond Girls Midget C2,Langley Sportsplex 2,Midget,Red Group,Playoffs C Leagues,Langley Girls
MP9710,Thursday,2015-02-19,19:45:00,21:00:00,Meadow Ridge Female Midget C1,Vancouver Girls Midget C1,Planet Ice Maple Ridge 2,Midget,Blue Group,Playoffs C Leagues,Meadow Ridge Female
MP9711,Thursday,2015-02-19,19:45:00,21:00:00,Vancouver Girls Midget C2,Abbotsford Female Midget C1,PNE Agrodome,Midget,Blue Group,Playoffs C Leagues,Vancouver Girls
PP9317,Thursday,2015-02-19,19:45:00,21:00:00,North Shore Female Peewee C1,Langley Girls Peewee C1,Harry Jerome Rec Centre,Peewee,Black Group,Playoffs C Leagues,North Shore Female
BP9016,Thursday,2015-02-19,20:00:00,21:15:00,Abbotsford Female Bantam A1,Surrey Female Bantam A1,Matsqui Recreation Centre,Bantam,Flight 1,Playoffs Rep,Abbotsford Female
BP9310,Thursday,2015-02-19,20:00:00,21:15:00,South Delta Female Bantam C1,Tri Cities Female Bantam C1,Tilbury Ice,Bantam,Black Group,Playoffs C Leagues,South Delta
BP9017,Friday,2015-02-20,19:30:00,20:45:00,North Shore Female Bantam A1,Abbotsford Female Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Flight 1,Playoffs Rep,North Shore Female
BP9716,Friday,2015-02-20,19:45:00,21:15:00,Richmond Girls Bantam C2,Meadow Ridge Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Blue Group,Playoffs C Leagues,Richmond Girls
MP9318,Friday,2015-02-20,20:15:00,21:30:00,Tri Cities Female Midget C1,North Shore Winter Club Female Midget C1,Port Coquitlam Green,Midget,Black Group,Playoffs C Leagues,Tri Cities Female
BP9511,Friday,2015-02-20,20:30:00,22:00:00,Burnaby Female Bantam C1,Abbotsford Female Bantam C1,Burnaby Lake Arena,Bantam,Red Group,Playoffs C Leagues,Burnaby
PP9509,Saturday,2015-02-21,08:45:00,10:00:00,Surrey Female Peewee C1,North Shore Female Peewee C2,Planet Ice Delta Canadian,Peewee,Red Group,Playoffs C Leagues,Surrey Female
PP9318,Saturday,2015-02-21,09:45:00,11:00:00,North Shore Winter Club Female Peewee C1,North Shore Female Peewee C1,North Shore Winter Club,Peewee,Black Group,Playoffs C Leagues,North Shore Winter Club
BP9018,Saturday,2015-02-21,10:00:00,11:15:00,Vancouver Girls Bantam A1,North Shore Female Bantam A1,Killarney Community Centre,Bantam,Flight 1,Playoffs Rep,Vancouver Girls
PP9013,Saturday,2015-02-21,11:30:00,12:45:00,Vancouver Girls Peewee A1,North Shore Female Peewee A1,Killarney Community Centre,Peewee,Flight 1,Playoffs Rep,Vancouver Girls
MP9709,Saturday,2015-02-21,14:15:00,15:30:00,Abbotsford Female Midget C1,Vancouver Girls Midget C1,Abbotsford Centre Ice 1 Blue,Midget,Blue Group,Playoffs C Leagues,Abbotsford Female
BP9502,Saturday,2015-02-21,15:30:00,16:45:00,Surrey Female Bantam C2,Abbotsford Female Bantam C1,North Surrey Arena 2,Bantam,Red Group,Playoffs C Leagues,Surrey Female
BP9718,Saturday,2015-02-21,16:45:00,18:15:00,Langley Girls Bantam C1,North Shore Female Bantam C1,George Preston Recreation Centre,Bantam,Blue Group,Playoffs C Leagues,Langley Girls
BP9311,Saturday,2015-02-21,17:45:00,19:00:00,Richmond Girls Bantam C1,Surrey Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,Playoffs C Leagues,Richmond Girls
MP9317,Saturday,2015-02-21,18:45:00,20:00:00,North Shore Winter Club Female Midget C1,Richmond Girls Midget C1,North Shore Winter Club,Midget,Black Group,Playoffs C Leagues,North Shore Winter Club
BP9717,Sunday,2015-02-22,12:45:00,14:00:00,North Shore Female Bantam C1,Richmond Girls Bantam C2,Ice Sports North Shore 3 Green,Bantam,Blue Group,Playoffs C Leagues,North Shore Female
BP9719,Sunday,2015-02-22,12:45:00,14:00:00,Vancouver Girls Bantam C1,Langley Girls Bantam C1,Richmond Olympic Oval North,Bantam,Blue Group,Playoffs C Leagues,Vancouver Girls
MP9518,Sunday,2015-02-22,14:30:00,16:00:00,Langley Girls Midget C2,Western Washington Female Midget C1,Langley Twin Rinks 1,Midget,Red Group,Playoffs C Leagues,Langley Girls
BP9019,Sunday,2015-02-22,15:15:00,16:45:00,Richmond Girls Bantam A1,Vancouver Girls Bantam A1,Richmond Ice Centre Coliseum,Bantam,Flight 1,Playoffs Rep,Richmond Girls
BP9308,Sunday,2015-02-22,15:45:00,17:00:00,Tri Cities Female Bantam C1,Richmond Girls Bantam C1,Planet Ice Coquitlam 1 Mars,Bantam,Black Group,Playoffs C Leagues,Tri Cities Female
PP9511,Sunday,2015-02-22,16:00:00,17:30:00,Richmond Girls Peewee C1,Abbotsford Female Peewee C1,Richmond Ice Centre Forum,Peewee,Red Group,Playoffs C Leagues,Richmond Girls
BP9504,Sunday,2015-02-22,16:15:00,17:30:00,Surrey Female Bantam C2,Tri Cities Female Bantam C2,Surrey Sport & Leisure Centre Arena 2 Purple,Bantam,Red Group,Playoffs C Leagues,Surrey Female
MP9319,Sunday,2015-02-22,16:15:00,17:45:00,Langley Girls Midget C1,Tri Cities Female Midget C1,Langley Twin Rinks 1,Midget,Black Group,Playoffs C Leagues,Langley Girls
PP9020,Sunday,2015-02-22,17:30:00,18:45:00,Vancouver Girls Peewee A1,Surrey Female Peewee A1,Hillcrest Centre Arena,Peewee,Flight 1,Playoffs Rep,Vancouver Girls
PP9319,Sunday,2015-02-22,18:45:00,20:00:00,South Delta Female Peewee C1,North Shore Winter Club Female Peewee C1,Tilbury Ice,Peewee,Black Group,Playoffs C Leagues,South Delta
MP9520,Sunday,2015-02-22,19:00:00,20:15:00,Tri Cities Female Midget C2,Richmond Girls Midget C2,Port Moody 2,Midget,Red Group,Playoffs C Leagues,Tri Cities Female
JP9008,Tuesday,2015-02-24,21:45:00,23:15:00,Chilliwack Female Juvenile C1,North Shore Winter Club Female Juvenile C1,Chilliwack Twin Rinks 2,Juvenile,Black Group,Playoffs C Leagues,Chilliwack
JP9009,Thursday,2015-02-26,21:45:00,23:00:00,Tri Cities Female Juvenile C1,Richmond Girls Juvenile C1,Port Coquitlam Blue,Juvenile,Black Group,Playoffs C Leagues,Tri Cities Female
BP9303,,,,,Surrey Female Bantam C1,South Delta Female Bantam C1,,Bantam,Black Group,Playoffs C Leagues,Surrey Female
BP9309,,,,,Surrey Female Bantam C1,Tri Cities Female Bantam C1,,Bantam,Black Group,Playoffs C Leagues,Surrey Female
BP9709,,,,,Vancouver Girls Bantam C1,Meadow Ridge Female Bantam C1,,Bantam,Blue Group,Playoffs C Leagues,Vancouver Girls
MP9306,,,,,Richmond Girls Midget C1,North Shore Winter Club Female Midget C1,,Midget,Black Group,Playoffs C Leagues,Richmond Girls
MP9307,,,,,North Shore Winter Club Female Midget C1,Tri Cities Female Midget C1,,Midget,Black Group,Playoffs C Leagues,North Shore Winter Club
MP9501,,,,,South Delta Female Midget C1,Western Washington Female Midget C1,,Midget,Red Group,Playoffs C Leagues,South Delta
MP9506,,,,,Tri Cities Female Midget C2,Tri Cities Female Midget C3,,Midget,Red Group,Playoffs C Leagues,Tri Cities Female
MP9510,,,,,Surrey Female Midget C1,Langley Girls Midget C2,,Midget,Red Group,Playoffs C Leagues,Surrey Female
MP9516,,,,,Tri Cities Female Midget C3,Surrey Female Midget C1,,Midget,Red Group,Playoffs C Leagues,Tri Cities Female
PP9016,,,,,Tri Cities Female Peewee A1,Richmond Girls Peewee A1,,Peewee,Flight 1,Playoffs Rep,Tri Cities Female
PP9306,,,,,Langley Girls Peewee C1,North Shore Female Peewee C1,,Peewee,Black Group,Playoffs C Leagues,Langley Girls
PP9308,,,,,North Shore Winter Club Female Peewee C1,South Delta Female Peewee C1,,Peewee,Black Group,Playoffs C Leagues,North Shore Winter Club
PP9315,,,,,Tri Cities Female Peewee C1,South Delta Female Peewee C1,,Peewee,Black Group,Playoffs C Leagues,Tri Cities Female
