Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
AL9020,Friday,2015-01-23,18:15:00,19:30:00,Richmond Girls Atom C1,Surrey Female Atom C1,Richmond Ice Centre Igloo,Atom,Black Group,League,Richmond Girls
BL9557,Friday,2015-01-23,19:45:00,21:15:00,Richmond Girls Bantam C2,Burnaby Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Red Group,League,Richmond Girls
ML9560,Friday,2015-01-23,20:15:00,21:30:00,Tri Cities Female Midget C3,Surrey Female Midget C1,Port Coquitlam Green,Midget,Red Group,League,Tri Cities Female
PL9345,Friday,2015-01-23,20:30:00,22:00:00,Burnaby Female Peewee C1,South Delta Female Peewee C1,Burnaby Lake Arena,Peewee,Black Group,League,Burnaby
PL9559,Saturday,2015-01-24,08:30:00,09:45:00,Vancouver Girls Peewee C1,Tri Cities Female Peewee C2,Killarney Community Centre,Peewee,Red Group,League,Vancouver Girls
PL9560,Saturday,2015-01-24,08:45:00,10:00:00,Surrey Female Peewee C1,Richmond Girls Peewee C1,Planet Ice Delta Canadian,Peewee,Red Group,League,Surrey Female
NL9017,Saturday,2015-01-24,09:00:00,10:15:00,Langley Girls Novice C1,Richmond Girls Novice C1,Langley Sportsplex 1,Novice,Black Group,League,Langley Girls
AL9537,Saturday,2015-01-24,09:30:00,10:45:00,North Shore Female Atom C3,Abbotsford Female Atom C1,Ice Sports North Shore 1 Red,Atom,Red Group,League,North Shore Female
PL9361,Saturday,2015-01-24,09:45:00,11:00:00,North Shore Winter Club Female Peewee C1,South Delta Female Peewee C1,North Shore Winter Club,Peewee,Black Group,League,North Shore Winter Club
AL9341,Saturday,2015-01-24,11:15:00,12:30:00,North Shore Female Atom C2,Burnaby Female Atom C1,Ice Sports North Shore 3 Green,Atom,Blue Group,League,North Shore Female
AL9538,Saturday,2015-01-24,11:45:00,13:00:00,Richmond Girls Atom C3,Meadow Ridge Female Atom C2,Richmond Ice Centre Pond,Atom,Red Group,League,Richmond Girls
ML9709,Saturday,2015-01-24,14:15:00,15:30:00,Abbotsford Female Midget C1,Vancouver Girls Midget C1,Abbotsford Centre Ice 1 Blue,Midget,Blue Group,League,Abbotsford Female
BL9559,Saturday,2015-01-24,15:30:00,16:45:00,Surrey Female Bantam C2,Langley Girls Bantam C1,North Surrey Arena 2,Bantam,Red Group,League,Surrey Female
NL9334,Saturday,2015-01-24,15:45:00,16:45:00,Burnaby Female Novice C1,Abbotsford Female Novice C1,Burnaby Lake Arena,Novice,Red Group,League,Burnaby
AL9021,Saturday,2015-01-24,16:00:00,17:30:00,Surrey Female Atom C1,Tri Cities Female Atom C1,Surrey Sport & Leisure Centre Arena 3 Green,Atom,Black Group,League,Surrey Female
ML9563,Saturday,2015-01-24,16:45:00,18:15:00,Langley Girls Midget C2,Tri Cities Female Midget C2,George Preston Recreation Centre,Midget,Red Group,League,Langley Girls
BL9342,Saturday,2015-01-24,17:45:00,19:00:00,Richmond Girls Bantam C1,Meadow Ridge Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,League,Richmond Girls
BL9561,Saturday,2015-01-24,17:45:00,19:00:00,Abbotsford Female Bantam C1,Vancouver Girls Bantam C1,Matsqui Recreation Centre,Bantam,Red Group,League,Abbotsford Female
TL9006,Saturday,2015-01-24,18:00:00,19:00:00,Vancouver Girls Tyke C1,Richmond Girls Tyke C2,Burnaby Winter Club,Tyke,Black Group,League,Vancouver Girls
ML9356,Saturday,2015-01-24,18:45:00,20:00:00,North Shore Winter Club Female Midget C1,Langley Girls Midget C1,North Shore Winter Club,Midget,Black Group,League,North Shore Winter Club
BL9343,Saturday,2015-01-24,19:15:00,20:30:00,Tri Cities Female Bantam C1,South Delta Female Bantam C1,Coquitlam Main,Bantam,Black Group,League,Tri Cities Female
ML9357,Saturday,2015-01-24,20:45:00,22:00:00,Tri Cities Female Midget C1,North Shore Female Midget C1,Coquitlam Main,Midget,Black Group,League,Tri Cities Female
NL9335,Sunday,2015-01-25,08:30:00,09:30:00,Meadow Ridge Female Novice C1,North Shore Female Novice C1,Pitt Meadows Arena Volkswagen Blue,Novice,Red Group,League,Meadow Ridge Female
NL9336,Sunday,2015-01-25,08:45:00,10:00:00,North Shore Female Novice C2,Vancouver Girls Novice C2,Ice Sports North Shore 2 Blue,Novice,Red Group,League,North Shore Female
AL9539,Sunday,2015-01-25,09:15:00,10:30:00,North Shore Female Atom C4,Tri Cities Female Atom C3,Ice Sports North Shore 1 Red,Atom,Red Group,League,North Shore Female
NL9016,Sunday,2015-01-25,09:15:00,10:15:00,Richmond Girls Novice C2,Vancouver Girls Novice C1,Richmond Ice Centre Igloo,Novice,Black Group,League,Richmond Girls
AL9014,Sunday,2015-01-25,09:30:00,10:45:00,Richmond Girls Atom C1,North Shore Female Atom C1,Richmond Olympic Oval South,Atom,Black Group,League,Richmond Girls
AL9344,Sunday,2015-01-25,09:45:00,11:00:00,Meadow Ridge Female Atom C1,North Shore Winter Club Female Atom C1,Pitt Meadows Arena Volkswagen Blue,Atom,Blue Group,League,Meadow Ridge Female
NL9337,Sunday,2015-01-25,10:30:00,11:45:00,Surrey Female Novice C1,Langley Girls Novice C2,Newton Arena,Novice,Red Group,League,Surrey Female
AL9540,Sunday,2015-01-25,11:00:00,12:15:00,Abbotsford Female Atom C1,Vancouver Girls Atom C1,MSA Arena - Abbotsford,Atom,Red Group,League,Abbotsford Female
AL9541,Sunday,2015-01-25,11:15:00,12:30:00,Meadow Ridge Female Atom C2,South Delta Female Atom C1,Pitt Meadows Arena Volkswagen Blue,Atom,Red Group,League,Meadow Ridge Female
TL9007,Sunday,2015-01-25,11:30:00,12:45:00,North Shore Female Tyke C1,South Delta Female Tyke C1,Ice Sports North Shore 2 Blue,Tyke,Black Group,League,North Shore Female
NL9338,Sunday,2015-01-25,12:40:00,13:40:00,North Shore Winter Club Female Novice C1,Tri Cities Female Novice C1,North Shore Winter Club,Novice,Red Group,League,North Shore Winter Club
PL9561,Sunday,2015-01-25,12:45:00,14:00:00,North Shore Female Peewee C2,Vancouver Girls Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,League,North Shore Female
BL9560,Sunday,2015-01-25,14:30:00,16:00:00,Langley Girls Bantam C1,Abbotsford Female Bantam C1,Langley Twin Rinks 1,Bantam,Red Group,League,Langley Girls
TL9008,Sunday,2015-01-25,14:30:00,15:30:00,Tri Cities Female Tyke C1,North Shore Female Tyke C2,Planet Ice Coquitlam 1 Mars,Tyke,Black Group,League,Tri Cities Female
PL9562,Sunday,2015-01-25,15:45:00,17:00:00,Tri Cities Female Peewee C2,Abbotsford Female Peewee C1,Planet Ice Coquitlam 1 Mars,Peewee,Red Group,League,Tri Cities Female
BL9344,Sunday,2015-01-25,16:15:00,17:30:00,Surrey Female Bantam C1,North Shore Female Bantam C1,Surrey Sport & Leisure Centre Arena 2 Purple,Bantam,Black Group,League,Surrey Female
ML9358,Sunday,2015-01-25,16:15:00,17:45:00,Langley Girls Midget C1,Richmond Girls Midget C1,Langley Twin Rinks 1,Midget,Black Group,League,Langley Girls
ML9708,Sunday,2015-01-25,17:15:00,18:45:00,Vancouver Girls Midget C1,Vancouver Girls Midget C2,Killarney Community Centre,Midget,Blue Group,League,Vancouver Girls
AL9346,Sunday,2015-01-25,17:45:00,19:00:00,Richmond Girls Atom C2,Tri Cities Female Atom C2,Richmond Ice Centre Forum,Atom,Blue Group,League,Richmond Girls
PL9563,Sunday,2015-01-25,17:45:00,19:00:00,Richmond Girls Peewee C1,Langley Girls Peewee C2,Richmond Ice Centre Igloo,Peewee,Red Group,League,Richmond Girls
PL9362,Sunday,2015-01-25,18:45:00,20:00:00,South Delta Female Peewee C1,Tri Cities Female Peewee C1,Tilbury Ice,Peewee,Black Group,League,South Delta
ML9564,Sunday,2015-01-25,19:00:00,20:15:00,Tri Cities Female Midget C2,Richmond Girls Midget C2,Port Moody 2,Midget,Red Group,League,Tri Cities Female
TL9009,Saturday,2015-01-31,12:00:00,13:00:00,South Delta Female Tyke C1,Tri Cities Female Tyke C1,South Delta Recreation Centre - Tsawwassen,Tyke,Black Group,League,South Delta
TL9010,Sunday,2015-02-01,09:30:00,10:45:00,Richmond Girls Tyke C1,North Shore Female Tyke C1,Richmond Olympic Oval South,Tyke,Black Group,League,Richmond Girls
TL9011,Sunday,2015-02-01,11:30:00,12:45:00,North Shore Female Tyke C2,Vancouver Girls Tyke C1,Ice Sports North Shore 2 Blue,Tyke,Black Group,League,North Shore Female
TL9012,Saturday,2015-02-07,18:00:00,19:00:00,Vancouver Girls Tyke C1,South Delta Female Tyke C1,Burnaby Winter Club,Tyke,Black Group,League,Vancouver Girls
TL9013,Sunday,2015-02-08,09:30:00,10:45:00,Richmond Girls Tyke C2,North Shore Female Tyke C2,Richmond Olympic Oval South,Tyke,Black Group,League,Richmond Girls
TL9014,Sunday,2015-02-08,14:30:00,15:30:00,Tri Cities Female Tyke C1,Richmond Girls Tyke C1,Planet Ice Coquitlam 1 Mars,Tyke,Black Group,League,Tri Cities Female
TL9015,Saturday,2015-02-14,12:00:00,13:00:00,South Delta Female Tyke C1,Richmond Girls Tyke C2,South Delta Recreation Centre - Tsawwassen,Tyke,Black Group,League,South Delta
TL9016,Sunday,2015-02-15,09:30:00,10:45:00,Richmond Girls Tyke C1,Vancouver Girls Tyke C1,Richmond Olympic Oval South,Tyke,Black Group,League,Richmond Girls
TL9017,Sunday,2015-02-15,11:30:00,12:45:00,North Shore Female Tyke C1,Tri Cities Female Tyke C1,Ice Sports North Shore 2 Blue,Tyke,Black Group,League,North Shore Female
TL9018,Saturday,2015-02-21,18:00:00,19:00:00,Vancouver Girls Tyke C1,North Shore Female Tyke C1,Burnaby Winter Club,Tyke,Black Group,League,Vancouver Girls
TL9019,Sunday,2015-02-22,09:30:00,10:45:00,Richmond Girls Tyke C2,Richmond Girls Tyke C1,Richmond Olympic Oval South,Tyke,Black Group,League,Richmond Girls
TL9020,Sunday,2015-02-22,11:30:00,12:45:00,North Shore Female Tyke C2,South Delta Female Tyke C1,Ice Sports North Shore 2 Blue,Tyke,Black Group,League,North Shore Female
AL9330,,,,,Richmond Girls Atom C2,North Shore Female Atom C2,,Atom,Blue Group,League,Richmond Girls
AL9345,,,,,North Shore Winter Club Female Atom C1,Richmond Girls Atom C2,,Atom,Blue Group,League,North Shore Winter Club
AL9528,,,,,Abbotsford Female Atom C1,North Shore Female Atom C4,,Atom,Red Group,League,Abbotsford Female
AL9542,,,,,Tri Cities Female Atom C3,North Shore Female Atom C3,,Atom,Red Group,League,Tri Cities Female
BL9340,,,,,Tri Cities Female Bantam C1,Surrey Female Bantam C1,,Bantam,Black Group,League,Tri Cities Female
BL9558,,,,,Burnaby Female Bantam C1,Surrey Female Bantam C2,,Bantam,Red Group,League,Burnaby
ML9347,,,,,Tri Cities Female Midget C1,North Shore Winter Club Female Midget C1,,Midget,Black Group,League,Tri Cities Female
ML9545,,,,,South Delta Female Midget C1,Western Washington Female Midget C1,,Midget,Red Group,League,South Delta
ML9562,,,,,Western Washington Female Midget C1,Langley Girls Midget C2,,Midget,Red Group,League,Western Washington Female
NL9013,,,,,Richmond Girls Novice C1,Richmond Girls Novice C2,,Novice,Black Group,League,Richmond Girls
PL9350,,,,,Langley Girls Peewee C1,Burnaby Female Peewee C1,,Peewee,Black Group,League,Langley Girls
PL9356,,,,,Tri Cities Female Peewee C1,Langley Girls Peewee C1,,Peewee,Black Group,League,Tri Cities Female
TL9000,,,,,Richmond Girls Tyke C1,North Shore Female Tyke C2,,Tyke,Black Group,League,Richmond Girls
