Monday,12/22/2014,4:15 PM,5:30 PM,Coliseum,Available
Monday,12/22/2014,4:30 PM,5:45 PM,Gardens,Available
Monday,12/22/2014,7:45 PM,9:00 PM,Pond,Available
Monday,12/22/2014,9:00 PM,10:15 PM,Igloo,Available
Tuesday,12/23/2014,6:00 AM,7:15 AM,Garage,Available
Tuesday,12/23/2014,4:30 PM,5:30 PM,Igloo,Available
Tuesday,12/23/2014,4:45 PM,5:45 PM,Pond,Available
Tuesday,12/23/2014,5:45 PM,6:45 PM,Igloo,Available
Tuesday,12/23/2014,6:00 PM,7:15 PM,Pond,Available
Tuesday,12/23/2014,8:45 PM,10:00 PM,Igloo,Available
Saturday,12/27/2014,6:00 AM,10:00 PM,Unknown,Tournament,Atom C1,Angels on Ice
Saturday,12/27/2014,6:00 AM,10:00 PM,Unknown,Tournament,Atom C2,Angels on Ice
Sunday,12/28/2014,6:00 AM,10:00 PM,Unknown,Tournament,Atom C1,Angels on Ice
Sunday,12/28/2014,6:00 AM,10:00 PM,Unknown,Tournament,Atom C2,Angels on Ice
